City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,coquimbo,-29.9533,-71.3436,58.73,88,0,10.36,CL,1681775142
280,wisconsin rapids,44.3836,-89.8174,34.18,81,100,13.8,US,1681774971
281,chilliwack,49.1747,-121.9443,52.11,63,100,5.75,CA,1681775143
282,ciudad bolivar,8.1222,-63.5497,86.9,49,96,10.78,VE,1681774883
283,los llanos de aridane,28.6585,-17.9182,62.35,84,0,5.99,ES,1681775144
284,upernavik,72.7868,-56.1549,0.18,99,89,5.44,GL,1681775144
285,broome,42.2506,-75.833,52.29,70,90,10.0,US,1681775144
286,kaitangata,-46.2817,169.8464,55.47,91,100,4.14,NZ,1681775145
287,hay river,60.8156,-115.7999,46.36,57,40,14.97,CA,1681775145
288,acapulco,16.8634,-99.8901,85.82,70,75,5.75,MX,1681775145
289,souillac,-20.5167,57.5167,77.38,88,40,5.75,MU,1681775146
290,baker city,44.7749,-117.8344,49.59,61,40,5.75,US,1681775092
291,kavieng,-2.5744,150.7967,83.17,70,20,2.68,PG,1681775146
292,krasnoborsk,61.5598,45.934,32.18,98,94,3.56,RU,1681775146
293,kruisfontein,-34.0033,24.7314,54.88,67,0,5.32,ZA,1681775147
294,sioux lookout,50.1001,-91.917,33.87,60,75,18.41,CA,1681775147
295,mineros,-17.1167,-63.2333,71.62,98,87,0.89,BO,1681775147
296,port moresby,-9.4431,147.1797,83.19,69,100,1.3,PG,1681774927
297,bilma,18.6853,12.9164,84.6,9,1,9.98,NE,1681775148
298,lethem,3.3803,-59.7968,83.73,61,99,3.56,GY,1681775148
299,port elizabeth,-33.918,25.5701,65.32,90,0,6.91,ZA,1681775149
300,provideniya,64.3833,-173.3,24.91,58,100,2.24,RU,1681775149
301,hazorasp,41.3194,61.0742,42.84,30,0,9.35,UZ,1681775149
302,saurimo,-9.6608,20.3916,63.01,97,100,3.65,AO,1681775149
303,norrtalje,59.758,18.705,38.01,85,45,7.38,SE,1681775150
304,la libertad,-2.2333,-80.9,80.26,89,75,5.75,EC,1681775150
305,lebu,-37.6167,-73.65,51.19,69,63,14.03,CL,1681775150
306,qaqortoq,60.7167,-46.0333,31.41,84,91,4.88,GL,1681775151
307,saint-augustin,51.226,-58.6502,35.33,65,32,5.1,CA,1681775151
308,morgan city,29.6994,-91.2068,64.94,58,0,0.96,US,1681775152
309,aykhal,66.0,111.5,18.18,93,100,6.44,RU,1681775152
310,coihaique,-45.5752,-72.0662,46.35,66,75,10.36,CL,1681775152
311,itirucu,-13.5317,-40.1503,66.18,95,42,3.15,BR,1681775153
312,ambulu,-8.345,113.6058,77.22,89,85,2.13,ID,1681775153
313,faanui,-16.4833,-151.75,82.09,75,64,8.72,PF,1681775154
314,bathsheba,13.2167,-59.5167,79.41,73,20,12.66,BB,1681775154
315,ketchikan,55.3422,-131.6461,48.67,49,40,4.61,US,1681775154
316,ochsenfurt,49.6643,10.0623,45.3,93,73,7.54,DE,1681775154
317,cartagena,10.3997,-75.5144,83.82,74,75,9.22,CO,1681775155
318,flin flon,54.7682,-101.865,44.44,33,40,12.66,CA,1681775155
319,sapouy,11.5544,-1.7736,86.49,38,56,4.97,BF,1681775156
320,norman wells,65.282,-126.8329,17.64,73,100,17.27,CA,1681775157
321,akureyri,65.6835,-18.0878,51.73,62,40,16.11,IS,1681775157
322,abnub,27.2696,31.1511,73.62,13,0,5.21,EG,1681775158
323,belaya gora,68.5333,146.4167,21.13,93,100,6.96,RU,1681775158
324,namibe,-15.1961,12.1522,76.91,75,47,2.04,AO,1681775158
325,westport,41.1415,-73.3579,63.95,74,75,4.61,US,1681775159
326,hofn,64.2539,-15.2082,46.0,97,99,10.25,IS,1681775159
327,cherskiy,68.75,161.3,28.63,76,90,7.45,RU,1681775159
328,vila franca do campo,37.7167,-25.4333,57.61,79,17,5.59,PT,1681775023
329,stromness,58.965,-3.296,44.87,89,16,14.0,GB,1681775160
330,conakry,9.538,-13.6773,82.47,83,0,6.91,GN,1681775160
331,algiers,36.7525,3.042,48.02,76,20,5.75,DZ,1681775100
332,andra,62.5147,65.8878,-0.31,98,25,5.41,RU,1681775161
333,koutiala,12.3917,-5.4642,88.54,10,17,8.77,ML,1681775161
334,sur,22.5667,59.5289,80.67,64,88,0.69,OM,1681775162
335,sao jose da coroa grande,-8.8978,-35.1478,79.21,85,90,5.01,BR,1681775162
336,half moon bay,37.4636,-122.4286,62.46,63,0,16.11,US,1681775162
337,goryachegorsk,55.4053,88.9154,5.79,77,95,15.88,RU,1681775163
338,san vicente,-26.6167,-54.1333,63.68,99,99,0.65,AR,1681775163
339,nome,64.5011,-165.4064,16.16,85,0,4.61,US,1681775163
340,rodrigues alves,-7.738,-72.6509,75.4,98,96,3.74,BR,1681775164
341,la palma,33.8464,-118.0467,71.91,67,20,10.36,US,1681775164
342,lajas,18.05,-67.0593,77.16,69,58,1.99,PR,1681775165
343,talnakh,69.4865,88.3972,1.2,82,12,1.92,RU,1681775165
344,dingle,10.9995,122.6711,83.62,74,23,6.49,PH,1681775165
345,red bluff,40.1785,-122.2358,65.86,45,75,18.41,US,1681775166
346,ugoofaaru,5.6667,73.0,83.37,70,6,1.54,MV,1681775166
347,porto belo,-27.1578,-48.5531,69.8,90,85,12.59,BR,1681775167
348,aguilas,37.4063,-1.5829,56.84,67,0,7.11,ES,1681775167
349,laguna,38.421,-121.4238,65.39,50,0,17.27,US,1681775167
350,komsomolskiy,40.4272,71.7189,50.72,46,75,4.61,UZ,1681775168
351,prainha,-1.8,-53.48,74.88,95,80,1.05,BR,1681775168
352,katsuura,35.1333,140.3,62.56,67,85,12.01,JP,1681775168
353,vieste,41.8825,16.175,54.46,81,90,3.29,IT,1681775169
354,san jose,37.3394,-121.895,63.84,50,75,15.99,US,1681774929
355,sisimiut,66.9395,-53.6735,17.4,85,78,11.99,GL,1681775170
356,bud,39.447,-86.1758,50.9,64,69,15.9,US,1681775170
357,blythe,33.6103,-114.5964,91.04,8,0,18.61,US,1681775170
358,kenora,49.8167,-94.4337,41.97,33,20,11.5,CA,1681774930
359,hirara,24.8,125.2833,75.06,83,75,14.97,JP,1681775171
360,magan,39.9683,-3.931,61.32,36,1,10.67,ES,1681775171
361,merauke,-8.4667,140.3333,78.17,89,100,8.25,ID,1681775171
362,bairiki,1.3292,172.9752,86.0,70,75,5.75,KI,1681775171
363,sabha,27.0377,14.4283,68.59,36,49,15.37,LY,1681775172
364,yar-sale,66.8333,70.8333,4.62,88,55,13.02,RU,1681775172
365,port hardy,50.6996,-127.4199,42.98,81,100,23.02,CA,1681775172
366,alice springs,-23.7,133.8833,58.55,67,40,8.05,AU,1681775173
367,moerai,-22.4333,-151.3333,76.17,61,62,14.41,PF,1681775173
368,angoche,-16.2325,39.9086,75.6,80,57,8.25,MZ,1681775173
369,basoko,1.2391,23.616,70.83,98,100,4.0,CD,1681775174
370,coahuayana,18.7333,-103.6833,82.96,64,1,5.75,MX,1681775174
371,longyearbyen,78.2186,15.6401,19.24,79,75,12.66,SJ,1681775175
372,bassila,9.0081,1.6654,77.88,66,72,2.64,BJ,1681775175
373,verkhnyaya inta,65.9811,60.3094,-3.17,99,34,5.73,RU,1681775175
374,paamiut,61.994,-49.6678,29.79,84,99,20.22,GL,1681775176
375,hamilton,39.1834,-84.5333,53.74,58,75,5.99,US,1681775095
376,muzaffarabad,34.37,73.4711,65.68,78,100,4.56,PK,1681775177
377,marienburg,54.0359,19.0266,45.9,91,100,7.72,PL,1681775177
378,manaus,-3.1019,-60.025,77.5,94,75,1.14,BR,1681774909
379,nisia floresta,-6.0911,-35.2086,79.61,92,98,4.81,BR,1681775178
380,aksu,41.1231,80.2644,62.87,29,89,4.25,CN,1681775179
381,burnie,-41.0667,145.9167,61.45,95,97,10.29,AU,1681775142
382,polunochnoye,60.8697,60.4153,24.13,92,99,5.68,RU,1681775179
383,san patricio,28.017,-97.5169,75.83,58,50,14.38,US,1681775180
384,batticaloa,7.7102,81.6924,78.19,83,4,6.55,LK,1681775180
385,neuquen,-38.9516,-68.0591,49.89,62,0,0.0,AR,1681774945
386,dukat,62.55,155.55,22.05,91,100,7.61,RU,1681775181
387,yago,21.8333,-105.0667,86.49,28,0,7.43,MX,1681775182
388,belaya kholunitsa,58.84,50.8528,37.44,74,100,1.19,RU,1681775182
389,haverhill,42.7762,-71.0773,52.14,95,100,4.61,US,1681775182
390,kembe,4.6228,21.8865,69.87,97,100,2.62,CF,1681775183
391,buin,-33.7333,-70.75,64.44,44,0,3.6,CL,1681775183
392,peleduy,59.6289,112.7406,21.45,82,92,0.6,RU,1681775183
393,san martin,-33.081,-68.4681,61.34,39,5,12.95,AR,1681775184
394,port blair,11.6667,92.75,81.16,80,31,4.23,IN,1681775184
395,requena,39.4883,-1.1004,48.52,76,0,3.62,ES,1681775185
396,mehamn,71.0357,27.8492,40.95,87,100,17.27,NO,1681775185
397,ancud,-41.8697,-73.8203,50.22,77,100,11.65,CL,1681775185
398,zachepylivka,49.1939,35.2394,48.09,58,100,12.28,UA,1681775185
399,pontianak,-0.0333,109.3333,75.18,94,20,4.61,ID,1681775186
400,guatire,10.4762,-66.5427,72.07,98,97,2.93,VE,1681775119
401,mitu,1.1983,-70.1733,74.07,90,99,0.78,CO,1681775186
402,araouane,18.9048,-3.5265,78.87,11,39,1.83,ML,1681775187
403,swan river,52.1058,-101.2676,46.29,34,98,11.5,CA,1681775187
404,kavaratti,10.5669,72.642,83.46,77,6,4.43,IN,1681775187
405,new waterford,40.8451,-80.6145,40.06,81,100,11.21,US,1681775188
406,havre-saint-pierre,50.2334,-63.5986,35.96,80,100,11.5,CA,1681775188
407,luzhany,48.3649,25.7717,41.74,88,97,3.67,UA,1681775188
408,igarka,67.4667,86.5833,0.36,99,98,1.74,RU,1681775189
409,nordfjordeid,61.9063,5.9915,42.04,65,59,0.0,NO,1681775189
410,dogondoutchi,13.6393,4.0287,88.2,31,32,9.19,NE,1681775189
411,kenai,60.5544,-151.2583,38.08,66,100,12.66,US,1681775189
412,north bend,43.4065,-124.2243,47.25,92,96,20.15,US,1681775190
413,elat,29.5581,34.9482,80.44,61,0,4.61,IL,1681775190
414,emerald,-23.5333,148.1667,74.34,86,100,9.62,AU,1681775190
415,husavik,66.0449,-17.3389,43.07,75,1,12.33,IS,1681775191
416,amalapuram,16.5833,82.0167,75.83,89,0,1.66,IN,1681775191
417,sosnovo,60.5514,30.2144,31.21,96,65,3.56,RU,1681775192
418,paita,-5.0892,-81.1144,79.92,79,78,10.36,PE,1681775192
419,wasilla,61.5814,-149.4394,38.62,47,0,5.75,US,1681774966
420,krasnovishersk,60.4078,57.082,25.97,96,88,3.02,RU,1681775193
421,jacksonville,30.3322,-81.6556,75.42,36,0,9.22,US,1681775193
422,iberia,29.9502,-91.7507,75.27,22,0,3.44,US,1681775194
423,bethel,41.3712,-73.414,61.65,60,74,1.01,US,1681775194
424,baghdad,33.3406,44.4009,64.31,63,0,3.44,IQ,1681775195
425,sawakin,19.1059,37.3321,77.16,50,20,8.79,SD,1681775195
426,kurchum,48.5722,83.6542,30.34,68,100,15.19,KZ,1681775195
427,bonfim,3.0833,-59.95,83.82,62,100,2.64,BR,1681775196
428,champerico,14.3,-91.9167,91.94,56,8,1.72,GT,1681775196
429,maturin,9.75,-63.1767,85.84,48,72,10.36,VE,1681775109
430,vardo,70.3705,31.1107,37.38,87,100,14.97,NO,1681775197
431,corowa,-36.0333,146.3833,58.41,96,84,5.5,AU,1681775197
432,marquette,46.5333,-87.6335,26.04,87,96,14.81,US,1681775198
433,acurenam,1.0322,10.6488,68.02,99,93,1.74,GQ,1681775199
434,kieta,-6.2167,155.6333,84.78,60,42,3.62,PG,1681775199
435,scarborough,54.2797,-0.4044,44.17,92,13,1.99,GB,1681775199
436,dalby,-27.1833,151.2667,72.91,42,22,18.52,AU,1681775200
437,shakawe,-18.3667,21.85,66.24,58,28,5.59,BW,1681775200
438,itoman,26.1247,127.6694,75.22,78,20,17.27,JP,1681775200
439,novyy urengoy,66.0833,76.6333,8.71,97,100,8.01,RU,1681775201
440,wuwei,37.9281,102.6414,61.12,29,100,3.18,CN,1681775201
441,sarakhs,36.5449,61.1577,46.83,32,22,6.8,IR,1681775201
442,ygatimi,-24.0833,-55.5,71.11,99,98,1.48,PY,1681775202
443,thanh hoa,19.8,105.7667,78.33,89,37,2.04,VN,1681775202
444,khandyga,62.6667,135.6,29.05,86,55,4.07,RU,1681775202
445,balinsasayao,10.6815,124.9594,82.38,78,89,5.39,PH,1681775202
446,axim,4.8699,-2.2405,80.38,85,52,4.14,GH,1681775203
447,puyang,29.4603,119.8861,72.23,76,87,3.33,CN,1681775203
448,haicheng,40.8516,122.7475,55.67,53,37,2.8,CN,1681775203
449,sao paulo de olivenca,-3.3783,-68.8725,73.22,92,99,0.96,BR,1681775204
450,osmanabad,18.1667,76.05,82.87,32,15,6.4,IN,1681775204
451,fayaoue,-20.65,166.5333,81.03,80,100,22.46,NC,1681775204
452,kannad,20.2667,75.1333,80.92,21,9,6.53,IN,1681775205
453,kalemie,-5.9475,29.1947,71.55,85,73,3.02,CD,1681775205
454,mabaruma,8.2,-59.7833,75.27,85,100,4.25,GY,1681775205
455,mtwara,-10.2667,40.1833,74.05,96,91,8.88,TZ,1681775206
456,ucluelet,48.9329,-125.5528,43.09,92,94,1.01,CA,1681775206
457,sangmelima,2.9333,11.9833,69.93,95,86,2.06,CM,1681775207
458,vrangel,42.7297,133.0839,43.23,74,60,6.73,RU,1681775207
459,shingu,33.7333,135.9833,62.42,52,1,4.76,JP,1681775207
460,hun,29.1268,15.9477,60.08,52,1,6.96,LY,1681775208
461,zholymbet,51.7433,71.7122,12.25,72,0,10.38,KZ,1681775208
462,gat,31.61,34.7642,73.4,67,3,1.95,IL,1681775208
463,hatillo,18.4863,-66.8254,79.79,86,46,7.0,PR,1681775209
464,wamba,8.9333,8.6,82.62,52,99,3.18,NG,1681775209
465,alihe,50.5667,123.7167,35.37,92,100,12.68,CN,1681775209
466,kontagora,10.3999,5.4695,84.11,47,96,2.84,NG,1681775210
467,sawtell,-30.3833,153.1,69.19,68,100,11.5,AU,1681775210
468,fortuna,40.5982,-124.1573,46.65,93,100,8.01,US,1681775210
469,lakota,5.8528,-5.6883,73.44,95,71,1.63,CI,1681775211
470,general roca,-39.0333,-67.5833,56.62,38,21,8.39,AR,1681775211
471,mattawa,46.7379,-119.9028,54.01,39,99,7.85,US,1681775212
472,warri,5.5167,5.75,78.28,88,100,3.62,NG,1681775212
473,honiara,-9.4333,159.95,85.33,63,75,3.8,SB,1681775213
474,toktogul,41.8708,72.9402,45.79,88,100,3.78,KG,1681775213
475,alofi,-19.0595,-169.9187,75.09,82,100,12.66,NU,1681775213
476,cockburn town,21.4612,-71.1419,76.96,73,40,9.22,TC,1681775213
477,sterling,39.0062,-77.4286,61.29,44,75,13.0,US,1681775107
478,koulamoutou,-1.1303,12.4736,72.23,97,100,1.48,GA,1681775214
479,sieradz,51.5958,18.7302,47.68,97,100,12.21,PL,1681775214
480,manadhoo,5.7667,73.3833,83.43,69,5,2.08,MV,1681775215
481,luwuk,-0.9516,122.7875,81.88,76,100,0.45,ID,1681775215
482,eskisehir,39.7767,30.5206,53.51,62,0,5.75,TR,1681775215
483,maragogi,-9.0122,-35.2225,79.12,85,89,4.74,BR,1681775216
484,te anau,-45.4167,167.7167,55.45,82,94,4.45,NZ,1681775217
485,lorengau,-2.0226,147.2712,82.81,77,60,4.97,PG,1681775218
486,puerto colombia,10.9878,-74.9547,80.69,83,67,12.44,CO,1681775218
487,kitimat,54.0524,-128.6534,54.91,40,18,3.02,CA,1681775219
488,vila velha,-20.3297,-40.2925,76.95,86,0,8.05,BR,1681774982
489,buala,-8.145,159.5921,84.11,61,63,2.3,SB,1681775220
490,areado,-21.3586,-46.1456,65.79,92,30,3.0,BR,1681775221
491,savannah bight,16.45,-85.85,79.68,80,77,15.08,HN,1681775221
492,kudahuvadhoo,2.6708,72.8944,83.08,69,63,1.16,MV,1681775221
493,haverfordwest,51.8017,-4.9691,53.19,90,95,6.49,GB,1681775221
494,akhisar,38.9185,27.8401,56.46,73,65,2.24,TR,1681775222
495,arua,3.0201,30.9111,63.7,88,100,1.16,UG,1681775222
496,puri,19.8,85.85,82.02,81,7,14.72,IN,1681775222
497,san policarpo,12.1791,125.5072,83.1,74,55,8.72,PH,1681775222
498,banes,20.9625,-75.7186,76.78,84,60,5.93,CU,1681775223
499,praia,14.9215,-23.5087,73.94,78,40,21.85,CV,1681775223
500,bucerias,20.75,-105.3333,79.99,69,20,14.97,MX,1681775223
501,shaoyang,27.2315,111.4525,72.97,87,99,3.0,CN,1681775223
502,gisborne,-38.6533,178.0042,68.07,65,76,7.0,NZ,1681775224
503,caravelas,-17.7125,-39.2481,75.85,83,9,4.88,BR,1681775224
504,urucara,-2.5364,-57.76,74.91,95,100,1.68,BR,1681775224
505,kondinskoye,59.6481,67.41,14.72,90,34,5.79,RU,1681775225
506,mackay,-21.15,149.2,77.68,77,80,16.33,AU,1681775225
507,kisangani,0.5167,25.2,70.65,99,100,1.88,CD,1681775225
508,akhmim,26.5622,31.745,70.0,13,0,5.3,EG,1681775226
509,ituacu,-13.8133,-41.2967,74.19,78,54,3.33,BR,1681775226
510,palestine,31.9216,35.2033,64.94,76,20,3.27,PS,1681775226
511,lazaro cardenas,17.9583,-102.2,81.72,69,0,7.18,MX,1681775226
512,poum,-20.2333,164.0167,78.93,81,86,21.47,NC,1681775227
513,menongue,-14.6585,17.691,60.8,86,70,4.54,AO,1681775227
514,petropavlovsk-kamchatskiy,53.0452,158.6483,32.59,100,100,6.71,RU,1681775227
515,kabinda,-6.1333,24.4833,66.83,95,100,2.82,CD,1681775227
516,pringsewu,-5.3582,104.9744,76.86,91,49,2.98,ID,1681775228
517,minab,27.1467,57.0801,71.92,83,92,0.0,IR,1681775228
518,fairbanks,64.8378,-147.7164,30.2,65,75,5.75,US,1681775155
519,faya,18.3851,42.4509,59.11,64,1,3.22,SA,1681775229
520,pouebo,-20.4,164.5667,78.17,85,74,7.45,NC,1681775229
521,rio cuarto,-33.1307,-64.3499,58.48,67,40,9.22,AR,1681775106
522,tiarei,-17.5333,-149.3333,86.02,77,90,8.48,PF,1681775231
523,kamyshin,50.0983,45.416,43.83,53,100,4.79,RU,1681775232
524,xining,36.6167,101.7667,51.17,36,49,2.51,CN,1681775233
525,garowe,8.4054,48.4845,74.37,78,18,9.91,SO,1681775233
526,necochea,-38.5473,-58.7368,53.31,85,86,6.02,AR,1681775234
527,sao gabriel da cachoeira,-0.1303,-67.0892,74.88,88,100,1.16,BR,1681775234
528,balabac,7.9868,117.0645,84.58,71,38,11.25,PH,1681775234
529,hengshui,37.7322,115.7011,63.12,41,1,7.16,CN,1681775234
530,vao,-22.6667,167.4833,79.0,86,67,15.52,NC,1681775235
531,escarcega,18.6089,-90.7454,81.72,55,48,8.46,MX,1681775235
532,harlingen,26.1906,-97.6961,78.75,73,40,21.85,US,1681775038
533,todos santos,23.45,-110.2167,69.44,79,1,6.04,MX,1681775236
534,yaan,7.3833,8.5667,84.83,56,95,6.78,NG,1681775236
535,imphal,24.8167,93.95,66.27,57,3,1.86,IN,1681775236
536,oranjestad,12.524,-70.027,80.55,82,40,17.27,AW,1681775237
537,magadan,59.5667,150.8,30.65,69,100,5.61,RU,1681775114
538,ngunguru,-35.6167,174.5,66.69,88,34,18.72,NZ,1681775237
539,hays,30.0502,-98.0336,75.45,41,59,1.01,US,1681775237
540,grindavik,63.8424,-22.4338,49.95,93,40,24.16,IS,1681775237
541,fort nelson,58.8053,-122.7002,51.39,46,100,16.11,CA,1681775238
542,cascais,38.6979,-9.4215,71.62,53,20,10.56,PT,1681775238
543,leshukonskoye,64.8989,45.7622,25.77,97,79,0.6,RU,1681775238
544,saint-pierre,-21.3393,55.4781,76.68,69,20,8.05,RE,1681775239
545,caconda,-13.7333,15.0667,58.84,85,73,4.03,AO,1681775239
546,hakui,36.8833,136.7833,54.25,54,86,5.77,JP,1681775239
547,kupang,-10.1667,123.5833,82.98,89,40,9.22,ID,1681775240
548,lasa,46.6166,10.7002,45.48,93,65,2.08,IT,1681775240
549,severo-yeniseyskiy,60.3725,93.0408,18.9,92,100,10.07,RU,1681775240
550,zeya,53.75,127.2667,40.19,74,100,3.49,RU,1681775240
551,ust-nera,64.5667,143.2,21.6,86,98,2.01,RU,1681775241
552,geraldton,-28.7667,114.6,57.61,88,13,8.05,AU,1681775241
553,tupik,54.4253,119.9327,19.18,70,36,4.38,RU,1681775241
554,hvide sande,56.0045,8.1294,44.55,67,10,9.53,DK,1681775242
555,naze,28.3667,129.4833,68.92,82,43,12.73,JP,1681775242
556,copiapo,-27.3667,-70.3333,56.89,76,0,2.86,CL,1681775025
557,kamennogorsk,60.9545,29.1339,35.85,93,92,3.71,RU,1681775243
